【  央视频道  】,#genre#
CCTV11,http://117.70.233.138:888/hls/11/index.m3u8
CCTV11,http://123.14.89.74:8888/hls/11/index.m3u8
CCTV11,http://223.215.42.194:4022/rtp/238.1.78.206:7502
CCTV11,http://27.16.188.107:4022/rtp/239.69.1.154:10560
CCTV11,http://222.217.124.147:8088/udp/239.81.0.229:4056
CCTV11,http://123.145.78.178:8002/udp/225.0.4.218:7980
CCTV11,http://27.11.54.168:8010/udp/225.0.4.218:7980
CCTV11,http://119.165.164.253:1029/udp/239.253.254.169:8000
CCTV11,http://27.10.185.143:4022/udp/225.0.4.218:7980
CCTV12,http://171.104.193.221:8181/tsfile/live/0012_1.m3u8
CCTV12,http://121.19.134.190:808/tsfile/live/0012_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV12,http://111.225.95.194:8800/hls/12/index.m3u8
CCTV12,http://111.225.94.184:8800/hls/12/index.m3u8
CCTV12,http://123.54.170.154:808/hls/12/index.m3u8
CCTV12,http://110.72.75.149:808/hls/101/index.m3u8
CCTV12,http://219.145.43.125:8000/rtp/239.112.205.88:5140
CCTV12,http://125.120.147.105:8888/rtp/233.50.201.123:5140
CCTV12,http://115.204.73.138:8888/rtp/233.50.201.123:5140
CCTV12,http://183.148.60.100:4022/rtp/233.50.201.123:5140
CCTV12,http://222.217.124.147:8088/udp/239.81.0.119:4056
CCTV12,http://61.150.11.116:4444/rtp/239.112.205.88:5140
CCTV12,http://117.30.115.27:8888/rtp/239.61.2.177:9050
CCTV12,http://27.16.188.107:4022/rtp/239.69.1.106:10274
CCTV12,http://119.165.164.253:1029/udp/239.253.254.235:8000
CCTV12-社会与法,http://61.141.202.118:9901/tsfile/live/0012_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
CCTV13,http://123.14.89.74:8888/hls/13/index.m3u8
CCTV13,http://111.225.94.184:8800/hls/13/index.m3u8
CCTV13,http://121.24.99.199:8090/hls/21/index.m3u8
CCTV13,http://123.54.170.154:808/hls/13/index.m3u8
CCTV13,http://110.72.75.149:808/hls/106/index.m3u8
CCTV13,http://110.72.75.189:808/hls/106/index.m3u8
CCTV13,http://110.72.78.171:808/hls/106/index.m3u8
CCTV13,http://223.240.51.168:4022/rtp/238.1.79.35:4392
CCTV13,http://117.70.233.138:888/hls/13/index.m3u8
CCTV13,http://125.120.147.105:8888/rtp/233.50.201.246:5140
CCTV13,http://115.204.73.138:8888/rtp/233.50.201.246:5140
CCTV13,http://222.217.124.147:8088/udp/239.81.0.206:4056
CCTV13,http://123.145.78.178:8002/udp/225.0.4.219:7980
CCTV13,http://27.11.54.168:8010/udp/225.0.4.219:7980
CCTV13,http://27.11.49.156:8010/udp/225.0.4.219:7980
CCTV13-新闻,http://222.92.7.170:3333/tsfile/live/0013_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
CCTV13-新闻,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8?key=tvbox6_com&amp;playlive=1&amp;authid=0
“CCTV13,http://183.11.239.36:808/hls/31/index.m3u8
